SPEAKER,SENTENCE,DATAID,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스
점원,수선 가능 여부는 옷을 가져오셔야 말씀드릴 수 있습니다,장미연 옷수선_16,E,생활서비스,옷수선,0,10,수선 가능 문의,,A,,,,,수선 가능 여부는 옷을 가져오셔야 말씀드릴 수 있습니다,,,
고객,모피는 보통 옷 자르는 것보다 돈이 더 들어가요?,장미연 옷수선_16,E,생활서비스,옷수선,1,11,가격 문의,,Q,,모피는 보통 옷 자르는 것보다 돈이 더 들어가요?,,,,"모피, 돈",,모피/원단종류
점원,"수선 정도에 따라 다르지만, 수선 비용은 십만 원 정도로 예상됩니다",장미연 옷수선_16,E,생활서비스,옷수선,0,12,가격 문의,,A,,,,,"수선 정도에 따라 다르지만, 수선 비용은 십만 원 정도로 예상됩니다",십만 원,,십만 원/금액
고객,"사장님, 양장 줄이는데 얼마쯤 해요?",장미연 옷수선_17,E,생활서비스,옷수선,1,1,가격 문의,,Q,,"사장님, 양장 줄이는데 얼마쯤 해요?",,,,"사장님, 양장",,"사장님/호칭, 양장/옷종류"
점원,"수선 정도에 따라 다르지만, 수선 비용은 십만 원 정도로 예상됩니다",장미연 옷수선_17,E,생활서비스,옷수선,0,2,가격 문의,,A,,,,,"수선 정도에 따라 다르지만, 수선 비용은 십만 원 정도로 예상됩니다",십만 원,,십만 원/금액
고객,"사장님, 남자 정장 줄이는데 얼마쯤 해요?",장미연 옷수선_18,E,생활서비스,옷수선,1,1,가격 문의,,Q,,"사장님, 남자 정장 줄이는데 얼마쯤 해요?",,,,"사장님, 남자, 정장",,"사장님/호칭, 남자/성별, 정장/옷종류"
점원,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,장미연 옷수선_16,E,생활서비스,옷수선,0,2,가격 문의,,A,,,,,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,금액,,
고객,"대략, 양복 수선 얼마쯤 해요?",장미연 옷수선_15,E,생활서비스,옷수선,1,3,가격 문의,,Q,,"대략, 양복 수선 얼마쯤 해요?",,,,양복,,양복/옷종류
점원,양복의 어느 부분을 수선하실 건가요?,장미연 옷수선_16,E,생활서비스,옷수선,0,4,수선 가능 문의,수선 부위,Q,,,양복의 어느 부분을 수선하실 건가요?,,,양복,,양복/옷종류
고객,"어깨 품하고, 바지 허리 일 인치만 줄이려고요",장미연 옷수선_15,E,생활서비스,옷수선,1,5,수선 가능 문의,수선 부위,A,,,,"어깨 품하고, 바지 허리 일 인치만 줄이려고요",,"어깨 품, 바지 허리, 일 인치",,"어깨 품/옷부분, 바지 허리/옷부분, 일 인치/길이"
점원,"수선 정도에 따라 다르지만, 수선 비용은 오만 원에서 칠만 원 정도로 예상됩니다",장미연 옷수선_16,E,생활서비스,옷수선,0,6,가격 문의,,A,3,,,,"수선 정도에 따라 다르지만, 수선 비용은 오만 원에서 칠만 원 정도로 예상됩니다","오만 원, 칠만 원",,"오만 원/금액, 칠만 원/금액"
고객,일요일도 영업 해요?,장미연 옷수선_15,E,생활서비스,옷수선,1,7,휴일 문의,,Q,,일요일도 영업 해요?,,,,일요일,,일요일/요일
점원,"일요일은 휴업이고, 토요일은 오후 다섯시까지 영업합니다",장미연 옷수선_16,E,생활서비스,옷수선,0,8,휴일 문의,,A,,,,,"일요일은 휴업이고, 토요일은 오후 다섯시까지 영업합니다","일요일, 토요일, 오후 다섯시",,"일요일/요일, 토요일/요일, 오후 다섯시/시간"
고객,"사장님, 모피 길이도 줄여주나요?",장미연 옷수선_19,E,생활서비스,옷수선,1,1,수선 가능 문의,,Q,,"사장님, 모피 길이도 줄여주나요?",,,,"사장님, 모피, 길이",,"사장님/호칭, 모피/원단종류"
점원,모피는 수선하지 않습니다,장미연 옷수선_19,E,생활서비스,옷수선,0,2,수선 가능 문의,,A,,,,,모피는 수선하지 않습니다,모피,,모피/원단종류
고객,그럼 양복은 허리하고 줄여줘요?,장미연 옷수선_19,E,생활서비스,옷수선,1,3,수선 가능 문의,,Q,,그럼 양복은 허리하고 줄여줘요?,,,,"양복, 허리",,"양복/옷종류, 허리/수선위치"
점원,"네, 바지 허리는 수선합니다",장미연 옷수선_19,E,생활서비스,옷수선,0,4,수선 가능 문의,,A,,,,,"네, 바지 허리는 수선합니다","바지, 허리",,"바지/옷종류, 허리/수선위치"
고객,양복 바지 엉덩이까지 다 줄이면 얼마쯤 해요?,장미연 옷수선_19,E,생활서비스,옷수선,1,5,가격 문의,,Q,,양복 바지 엉덩이까지 다 줄이면 얼마쯤 해요?,,,,"양복 바지, 엉덩이",,"양복 바지/옷종류, 엉덩이/수선위치"
점원,폭은 수선하지 않습니다,장미연 옷수선_19,E,생활서비스,옷수선,0,6,가격 문의,,A,,,,,폭은 수선하지 않습니다,폭,,
고객,허리만 줄이는 데는 얼마에요?,장미연 옷수선_19,E,생활서비스,옷수선,1,7,가격 문의,,Q,,허리만 줄이는 데는 얼마에요?,,,,허리,,허리/수선위치
점원,허리 수선은 칠천 원입니다,장미연 옷수선_19,E,생활서비스,옷수선,0,8,가격 문의,,A,,,,,허리 수선은 칠천 원입니다,"허리, 칠천 원",,"허리/수선위치, 칠천 원/금액"
고객,여기 부근에 모피 줄이는 데는 잘 없죠?,장미연 옷수선_19,E,생활서비스,옷수선,1,9,수선집 추천 요청,,Q,,여기 부근에 모피 줄이는 데는 잘 없죠?,,,,모피,,모피/원단종류
점원,근처에 모피를 수선하는 곳이 있는 것으로 알고 있습니다,장미연 옷수선_19,E,생활서비스,옷수선,0,10,수선집 추천 요청,,A,,,,,근처에 모피를 수선하는 곳이 있는 것으로 알고 있습니다,모피,,모피/원단종류
고객,남편이 직접 안 오고 제가 그냥 딴 바지 가져와서 줄여도 되죠?,장미연 옷수선_19,E,생활서비스,옷수선,1,11,본인 방문 또는 샘플 지참 가능 문의,,Q,,남편이 직접 안 오고 제가 그냥 딴 바지 가져와서 줄여도 되죠?,,,,"남편, 바지",,"바지/옷종류, 남편/호칭"
점원,"네, 비교 가능한 옷을 가져오셔도 됩니다",장미연 옷수선_19,E,생활서비스,옷수선,0,12,본인 방문 또는 샘플 지참 가능 문의,,A,,,,,"네, 비교 가능한 옷을 가져오셔도 됩니다",,,
고객,사장님 양복 줄이는데 얼마쯤 해요?,장미연 옷수선_20,E,생활서비스,옷수선,1,1,가격 문의,,Q,,사장님 양복 줄이는데 얼마쯤 해요?,,,,"사장님, 양복",,"사장님/호칭, 양복/옷종류"
점원,"수선 정도에 따라 다르지만, 수선 비용은 십이만 원 정도로 예상됩니다",장미연 옷수선_20,E,생활서비스,옷수선,0,2,가격 문의,,A,,,,,"수선 정도에 따라 다르지만, 수선 비용은 십이만 원 정도로 예상됩니다",십이만 원,,십이만 원/금액
고객,비싸네요?,장미연 옷수선_20,E,생활서비스,옷수선,1,3,가격 문의,,Q,,비싸네요?,,,,,,
점원,"바지는 수선하는 부분에 따라 만 오천 원에서 삼만 원 정도이고, 상의는 품만 줄이면 사만 원에서 오만 원 정도이지만, 전체적으로 다 줄이면 비싸지기 때문입니다",장미연 옷수선_20,E,생활서비스,옷수선,0,4,가격 문의,,A,,,,,"바지는 수선하는 부분에 따라 만 오천 원에서 삼만 원 정도이고, 상의는 품만 줄이면 사만 원에서 오만 원 정도이지만, 전체적으로 다 줄이면 비싸지기 때문입니다","바지, 만 오천 원, 삼만 원, 상의, 품, 사만 원, 오만 원",,"바지/옷종류, 만 오천 원/금액, 삼만 원/금액, 상의 원/옷종류, 품/옷부분, 사만 원/금액, 오만 원/금액"
고객,십만 원 이상은 생각해야 되죠?,장미연 옷수선_20,E,생활서비스,옷수선,1,5,가격 문의,,Q,,십만 원 이상은 생각해야 되죠?,,,,십만 원,,십만 원/금액
점원,"네, 수선 비용은 십이만 원 정도로 예상됩니다",장미연 옷수선_20,E,생활서비스,옷수선,0,6,가격 문의,,A,,,,,"네, 수선 비용은 십이만 원 정도로 예상됩니다",십이만 원,,십이만 원/금액
고객,"사장님, 남자 양복 상의하고 하의하고 줄이는데 한 얼마쯤 해요?",장미연 옷수선_21,E,생활서비스,옷수선,1,1,가격 문의,,Q,,"사장님, 남자 양복 상의하고 하의하고 줄이는데 한 얼마쯤 해요?",,,,"사장님, 남자, 양복, 상의, 하의",,"사장님/호칭, 남자/성별, 양복/옷종류, 상의/옷종류, 하의/옷종류"
점원,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,장미연 옷수선_21,E,생활서비스,옷수선,0,2,가격 문의,,A,,,,,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,금액,,
고객,"어깨도 줄이고, 히프도 좀 줄이면 얼마에요?",장미연 옷수선_21,E,생활서비스,옷수선,1,3,가격 문의,,Q,,"어깨도 줄이고, 히프도 좀 줄이면 얼마에요?",,,,"어깨, 히프",,"어깨/수선위치, 엉덩이/수선위치"
점원,"수선 정도에 따라 다르지만, 수선 비용은 십만 원 정도로 예상됩니다",장미연 옷수선_21,E,생활서비스,옷수선,0,4,가격 문의,,A,,,,,"수선 정도에 따라 다르지만, 수선 비용은 십만 원 정도로 예상됩니다",십만 원,,십만 원/금액
고객,밍크 옷 수선도 해요?,장미연 옷수선_22,E,생활서비스,옷수선,1,1,수선 가능 문의,,Q,,밍크 옷 수선도 해요?,,,,밍크,,밍크/원단종류
점원,"네, 밍크 수선 가능합니다",장미연 옷수선_22,E,생활서비스,옷수선,0,2,수선 가능 문의,,A,,,,,"네, 밍크 수선 가능합니다",밍크,,밍크/원단종류
고객,밍크 자르면 얼마쯤 하나요?,장미연 옷수선_22,E,생활서비스,옷수선,1,3,가격 문의,,Q,,밍크 자르면 얼마쯤 하나요?,,,,밍크,,밍크/원단종류
점원,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,장미연 옷수선_22,E,생활서비스,옷수선,0,4,가격 문의,,A,,,,,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,금액,,
고객,대략 한 얼마쯤 해요?,장미연 옷수선_22,E,생활서비스,옷수선,1,5,가격 문의,,Q,,대략 한 얼마쯤 해요?,,,,,,
점원,"수선 정도에 따라 다르지만, 수선 비용은 삼만 원 정도로 예상됩니다",장미연 옷수선_22,E,생활서비스,옷수선,0,6,가격 문의,,A,,,,,"수선 정도에 따라 다르지만, 수선 비용은 삼만 원 정도로 예상됩니다",삼만 원,,삼만 원/금액
고객,리폼까지 하면 돈이 더 들어가죠?,장미연 옷수선_22,E,생활서비스,옷수선,1,7,가격 문의,,Q,,리폼까지 하면 돈이 더 들어가죠?,,,,"리폼, 돈",,리폼/수선방법
점원,"경우에 따라 다르지만, 리폼까지 하면 더 비싸집니다",장미연 옷수선_22,E,생활서비스,옷수선,0,8,가격 문의,,A,,,,,"경우에 따라 다르지만, 리폼까지 하면 더 비싸집니다",리폼,,리폼/수선방법
고객,천연 염색도 하는가 봐요?,장미연 옷수선_22,E,생활서비스,옷수선,1,9,수선 외 서비스 문의,,Q,,천연 염색도 하는가 봐요?,,,,천연 염색,,
점원,"네, 천연 염색도 가능합니다",장미연 옷수선_22,E,생활서비스,옷수선,0,10,수선 외 서비스 문의,,A,,,,,"네, 천연 염색도 가능합니다",천염 염색,,
고객,"사장님, 남자 양복 줄이는데 얼마쯤 해요?",장미연 옷수선_23,E,생활서비스,옷수선,1,1,가격 문의,,Q,,"사장님, 남자 양복 줄이는데 얼마쯤 해요?",,,,"사장님, 남자, 양복, 양복",,"사장님/호칭, 남자/성별, 양복/옷종류"
점원,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,장미연 옷수선_23,E,생활서비스,옷수선,0,2,가격 문의,,A,,,,,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,금액,,
고객,본인이 와갖고 입어보고 금액을 결정하죠?,장미연 옷수선_23,E,생활서비스,옷수선,1,3,가격 문의,,Q,,본인이 와갖고 입어보고 금액을 결정하죠?,,,,금액,,
점원,잘 맞는 옷을 샘플로 가지고 오셔도 됩니다,장미연 옷수선_23,E,생활서비스,옷수선,0,4,본인 방문 또는 샘플 지참 가능 문의,,A,,,,,잘 맞는 옷을 샘플로 가지고 오셔도 됩니다,,,
고객,"어깨도 크고 히프도 큰데, 어떤 옷을 가지고 와야 될까요?",장미연 옷수선_23,E,생활서비스,옷수선,1,5,샘플로 가능한 의류 문의,,Q,,"어깨도 크고 히프도 큰데, 어떤 옷을 가지고 와야 될까요?",,,,"어깨, 히프",,"어깨/수선위치, 엉덩이/수선위치"
점원,비교 가능한 옷을 다 가지고 와주세요,장미연 옷수선_23,E,생활서비스,옷수선,0,6,샘플로 가능한 의류 문의,,A,,,,,비교 가능한 옷을 다 가지고 와주세요,,,
고객,"양복 아니더라도 자주 입는 재킷하고, 바지 들고 오면 돼요?",장미연 옷수선_23,E,생활서비스,옷수선,1,7,샘플로 가능한 의류 문의,,Q,,"양복 아니더라도 자주 입는 재킷하고, 바지 들고 오면 돼요?",,,,"양복, 재킷, 바지",,"양복/옷종류, 재킷/옷종류, 바지/옷종류"
점원,양복으로 가져오셔야 됩니다,장미연 옷수선_23,E,생활서비스,옷수선,0,8,샘플로 가능한 의류 문의,,A,,,,,양복으로 가져오셔야 됩니다,양복,,양복/옷종류
고객,일요일날은 영업 해요?,장미연 옷수선_23,E,생활서비스,옷수선,1,9,휴일 문의,,Q,,일요일날은 영업 해요?,,,,일요일,,일요일/요일
점원,일요일도 영업합니다,장미연 옷수선_23,E,생활서비스,옷수선,0,10,휴일 문의,,A,,,,,일요일도 영업합니다,일요일,,일요일/요일
고객,대략 한 십만 원은 잡아야 되죠?,장미연 옷수선_23,E,생활서비스,옷수선,1,11,가격 문의,,Q,,대략 한 십만 원은 잡아야 되죠?,,,,십만 원,,십만 원/금액
점원,"수선 정도에 따라 다르지만, 수선 비용은 십만 원 정도로 예상됩니다",장미연 옷수선_23,E,생활서비스,옷수선,0,12,가격 문의,,A,,,,,"수선 정도에 따라 다르지만, 수선 비용은 십만 원 정도로 예상됩니다",십만 원,,십만 원/금액
고객,현찰로 십만 원 인가요?,장미연 옷수선_23,E,생활서비스,옷수선,1,13,가격 문의,,Q,,현찰로 십만 원 인가요?,,,,"현찰, 십만 원",,"현찰/결제방법, 십만 원/금액"
점원,"네, 현금하시면 십만 원 정도 입니다",장미연 옷수선_23,E,생활서비스,옷수선,0,14,가격 문의,,A,,,,,"네, 현금하시면 십만 원 정도 입니다","현금, 십만 원",,"현금/결제방법, 십만 원/금액"
고객,한복도 줄여주나요?,장미연 옷수선_24,E,생활서비스,옷수선,1,1,수선 가능 문의,,Q,,한복도 줄여주나요?,,,,한복,,한복/옷종류
점원,"네, 한복 수선 가능합니다",장미연 옷수선_24,E,생활서비스,옷수선,0,2,수선 가능 문의,,A,,,,,"네, 한복 수선 가능합니다",한복,,한복/옷종류
고객,한복 줄이는데 한 얼마쯤 들어요 사장님?,장미연 옷수선_24,E,생활서비스,옷수선,1,3,가격 문의,,Q,,한복 줄이는데 한 얼마쯤 들어요 사장님?,,,,"한복, 사장님",,"한복/옷종류, 사장님/호칭"
점원,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,장미연 옷수선_24,E,생활서비스,옷수선,0,4,가격 문의,,A,,,,,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,금액,,
고객,어깨도 큰데 얼마에요?,장미연 옷수선_24,E,생활서비스,옷수선,1,5,가격 문의,,Q,,어깨도 큰데 얼마에요?,,,,어깨,,어깨/수선위치
점원,"수선 정도에 따라 다르지만, 수선 비용은 삼만 원 정도로 예상됩니다",장미연 옷수선_24,E,생활서비스,옷수선,0,6,가격 문의,,A,,,,,"수선 정도에 따라 다르지만, 수선 비용은 삼만 원 정도로 예상됩니다",삼만 원,,삼만 원/금액
고객,사장님 한복도 수선돼요?,장미연 옷수선_25,E,생활서비스,옷수선,1,1,수선 가능 문의,,Q,,사장님 한복도 수선돼요?,,,,"사장님, 한복",,"사장님/호칭, 한복/옷종류"
점원,"네, 한복 수선 가능합니다",장미연 옷수선_25,E,생활서비스,옷수선,0,2,수선 가능 문의,,A,,,,,"네, 한복 수선 가능합니다",한복,,한복/옷종류
고객,한복 줄이는데 얼마쯤 해요?,장미연 옷수선_25,E,생활서비스,옷수선,1,3,가격 문의,,Q,,한복 줄이는데 얼마쯤 해요?,,,,한복,,한복/옷종류
점원,어디를 수선하실 건가요?,장미연 옷수선_25,E,생활서비스,옷수선,0,4,수선 가능 문의,수선 부위,Q,,,어디를 수선하실 건가요?,,,,,
고객,어깨가 커요,장미연 옷수선_25,E,생활서비스,옷수선,1,5,수선 가능 문의,수선 부위,A,,,,어깨가 커요,,어깨,,어깨/수선위치
점원,소매 기장은 어떠세요?,장미연 옷수선_25,E,생활서비스,옷수선,0,6,수선 요청,치수,Q,,,소매 기장은 어떠세요?,,,"소매, 기장",기장/길이,소매/옷부분
고객,소매 기장도 커요,장미연 옷수선_25,E,생활서비스,옷수선,1,7,수선 요청,치수,A,,,,소매 기장도 커요,,"소매, 기장",기장/길이,소매/옷부분
점원,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,장미연 옷수선_25,E,생활서비스,옷수선,0,8,가격 문의,,A,3,,,,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,금액,,
고객,사장님 양장 줄이는데 얼마쯤 해요?,장미연 옷수선_26,E,생활서비스,옷수선,1,1,가격 문의,,Q,,사장님 양장 줄이는데 얼마쯤 해요?,,,,"사장님, 양장",,"사장님/호칭, 양장/옷종류"
점원,정장은 지금 수선할 수 없습니다,장미연 옷수선_26,E,생활서비스,옷수선,0,2,수선 가능 문의,,A,,,,,정장은 지금 수선할 수 없습니다,정장,,정장/옷종류
고객,"한 달 걸려도 되는데, 수선할 수 있나요?",장미연 옷수선_26,E,생활서비스,옷수선,1,3,수선 가능 문의,,Q,,"한 달 걸려도 되는데, 수선할 수 있나요?",,,,한 달,,한 달/기간
점원,정장 어느 부분을 수선하실 건가요?,장미연 옷수선_26,E,생활서비스,옷수선,0,4,수선 가능 문의,수선 부위,Q,,,정장 어느 부분을 수선하실 건가요?,,,정장,,정장/옷종류
고객,어깨 줄이려고요,장미연 옷수선_26,E,생활서비스,옷수선,1,5,수선 가능 문의,수선 부위,A,,,,어깨 줄이려고요,,어깨,,어깨/수선위치
점원,어깨 수선은 작업량이 많아 수선 할 수 업습니다,장미연 옷수선_26,E,생활서비스,옷수선,0,6,수선 가능 문의,,A,,,,,어깨 수선은 작업량이 많아 수선 할 수 업습니다,어깨,,어깨/수선위치
고객,사장님 줄이는데 오만 원 이상 들어요?,장미연 옷수선_26,E,생활서비스,옷수선,1,7,가격 문의,,Q,,사장님 줄이는데 오만 원 이상 들어요?,,,,"사장님, 오만",,"사장님/호칭, 오만/금액"
점원,어디를 수선하실 건가요?,장미연 옷수선_26,E,생활서비스,옷수선,0,8,수선 가능 문의,수선 부위,Q,,,어디를 수선하실 건가요?,,,,,
고객,"허리 줄이고, 어깨 줄이고",장미연 옷수선_26,E,생활서비스,옷수선,1,9,수선 가능 문의,수선 부위,A,,,,"허리 줄이고, 어깨 줄이고",,"허리, 어깨",,"허리/수선위치, 어깨/수선위치"
점원,상의만 줄이시는 건가요?,장미연 옷수선_26,E,생활서비스,옷수선,0,10,수선 가능 문의,수선물 종류,Q,,,상의만 줄이시는 건가요?,,,상의,,상의/옷종류
고객,바지도 줄여야 돼요,장미연 옷수선_26,E,생활서비스,옷수선,1,11,수선 가능 문의,수선물 종류,A,,,,바지도 줄여야 돼요,,바지,,바지/옷종류
점원,"수선 정도에 따라 다르지만, 수선 비용은 오만 원 이하로 예상됩니다",장미연 옷수선_26,E,생활서비스,옷수선,0,12,가격 문의,,A,9,,,,"수선 정도에 따라 다르지만, 수선 비용은 오만 원 이하로 예상됩니다",오만 원,,오만 원/금액
고객,사장님 남자 양복 수선하는 데 얼마쯤 걸려요?,장미연 옷수선_27,E,생활서비스,옷수선,1,1,수선 시일 문의,,Q,,사장님 남자 양복 수선하는 데 얼마쯤 걸려요?,,,,"사장님, 남자, 양복",,"사장님/호칭, 남자/성별, 양복/옷종류"
점원,경우에 따라 다르기 때문에 정확하게 말씀드릴 수 없습니다,장미연 옷수선_27,E,생활서비스,옷수선,0,2,수선 시일 문의,,A,,,,,경우에 따라 다르기 때문에 정확하게 말씀드릴 수 없습니다,,,
고객,대략 어깨 수선은 얼마에요?,장미연 옷수선_27,E,생활서비스,옷수선,1,3,가격 문의,,Q,,대략 어깨 수선은 얼마에요?,,,,어깨,,어깨/수선위치
점원,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,장미연 옷수선_27,E,생활서비스,옷수선,0,4,가격 문의,,A,,,,,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,금액,,
고객,어깨 수선이 십만 원은 넘지는 안 하는가요?,장미연 옷수선_27,E,생활서비스,옷수선,1,5,가격 문의,,Q,,어깨 수선이 십만 원은 넘지는 안 하는가요?,,,,"어깨, 십만 원",,"어깨/수선위치, 십만 웝/금액"
점원,"네, 어깨 수선은 십만 원을 넘지 않습니다",장미연 옷수선_27,E,생활서비스,옷수선,0,6,가격 문의,,A,,,,,"네, 어깨 수선은 십만 원을 넘지 않습니다","어깨, 십만 원",,"어깨/수선위치, 십만 웝/금액"
고객,오만 원이면 수선 되나요?,장미연 옷수선_27,E,생활서비스,옷수선,1,7,가격 문의,,Q,,오만 원이면 수선 되나요?,,,,오만,,오만/금액
점원,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,장미연 옷수선_27,E,생활서비스,옷수선,0,8,가격 문의,,A,,,,,수선 정도에 따라 금액이 다르기 때문에 정확히 말씀드리기 어렵습니다,금액,,
고객,본인이 입던 옷 들고 와도 돼요?,장미연 옷수선_27,E,생활서비스,옷수선,1,9,본인 방문 또는 샘플 지참 가능 문의,,Q,,본인이 입던 옷 들고 와도 돼요?,,,,,,
점원,"네, 입던 옷을 가지고 오셔도 됩니다",장미연 옷수선_27,E,생활서비스,옷수선,0,10,본인 방문 또는 샘플 지참 가능 문의,,A,,,,,"네, 입던 옷을 가지고 오셔도 됩니다",,,
고객,양복 말고 그냥 재킷 갖고 오면 안 돼요?,장미연 옷수선_27,E,생활서비스,옷수선,1,11,샘플로 가능한 의류 문의,,Q,,양복 말고 그냥 재킷 갖고 오면 안 돼요?,,,,"양복, 재킷",,"양복/옷종류, 재킷/옷종류"
점원,재킷을 가지고 오셔도 됩니다,장미연 옷수선_27,E,생활서비스,옷수선,0,12,샘플로 가능한 의류 문의,,A,,,,,재킷을 가지고 오셔도 됩니다,재킷,,재킷/옷종류
고객,여섯시 되면 퇴근이에요?,장미연 옷수선_27,E,생활서비스,옷수선,1,13,마감 시간 문의,,Q,,여섯시 되면 퇴근이에요?,,,,여섯시,,여섯시/시간
점원,"네, 여섯시에 영업을 마감합니다",장미연 옷수선_27,E,생활서비스,옷수선,0,14,마감 시간 문의,,A,,,,,"네, 여섯시에 영업을 마감합니다",여섯시,,여섯시/시간
고객,사장님 혹시 양복 수선해주나요?,장미연 옷수선_28,E,생활서비스,옷수선,1,1,수선 가능 문의,,Q,,사장님 혹시 양복 수선해주나요?,,,,"사장님, 양복",,"사장님/호칭, 양복/옷종류"
점원,"네, 양복 수선 가능합니다",장미연 옷수선_28,E,생활서비스,옷수선,0,2,수선 가능 문의,,A,,,,,"네, 양복 수선 가능합니다",양복,,양복/옷종류
고객,본인이 안 오고 옷 갖고 오면 돼요?,장미연 옷수선_28,E,생활서비스,옷수선,1,3,본인 방문 또는 샘플 지참 가능 문의,,Q,,본인이 안 오고 옷 갖고 오면 돼요?,,,,,,
점원,"네, 잘 맞는 옷으로 들고 오시면 됩니다",장미연 옷수선_28,E,생활서비스,옷수선,0,4,본인 방문 또는 샘플 지참 가능 문의,,A,,,,,"네, 잘 맞는 옷으로 들고 오시면 됩니다",,,
고객,수선 가격이 한 얼마쯤?,장미연 옷수선_28,E,생활서비스,옷수선,1,5,가격 문의,,Q,,수선 가격이 한 얼마쯤?,,,,가격,,
점원,"경우에 따라 다르지만, 양복 수선은 칠팔만 원 정도입니다",장미연 옷수선_28,E,생활서비스,옷수선,0,6,가격 문의,,A,,,,,"경우에 따라 다르지만, 양복 수선은 칠팔만 원 정도입니다","양복, 칠팔만 원",,"양복/옷종류, 칠팔만 원/금액"
고객,일요일도 영업 해요?,장미연 옷수선_28,E,생활서비스,옷수선,1,7,휴일 문의,,Q,,일요일도 영업 해요?,,,,일요일,,일요일/요일
점원,둘째 주 일요일과 넷째 주 일요일은 휴업입니다,장미연 옷수선_28,E,생활서비스,옷수선,0,8,휴일 문의,,A,,,,,둘째 주 일요일과 넷째 주 일요일은 휴업입니다,"둘째 주, 일요일, 넷째 주, 일요일",,"둘째 주/휴업일, 일요일/요일, 넷째 주/휴업일"
고객,이번 일요일도 놀아요?,장미연 옷수선_28,E,생활서비스,옷수선,1,9,휴일 문의,,Q,,이번 일요일도 놀아요?,,,,일요일,,일요일/요일
점원,"네, 이번 주 일요일은 휴업입니다",장미연 옷수선_28,E,생활서비스,옷수선,0,10,휴일 문의,,A,,,,,"네, 이번 주 일요일은 휴업입니다","이번 주, 일요일",,일요일/요일
고객,사장님 차는 어디다 세우면 돼요?,장미연 옷수선_28,E,생활서비스,옷수선,1,11,주차 문의,,Q,,사장님 차는 어디다 세우면 돼요?,,,,"사장님, 차",,"사장님/호칭, 차/이동수단"
점원,유료 주차장에 세우시면 됩니다,장미연 옷수선_28,E,생활서비스,옷수선,0,12,주차 문의,,A,,,,,유료 주차장에 세우시면 됩니다,유료 주차장,,유료 주차장/장소
고객,지금 수선 맡길 수 있나요?,김옥연_옷수선_3,E,생활서비스,옷수선,1,1,수선 가능 문의,,Q,,지금 수선 맡길 수 있나요?,,,,,,
점원,"네, 수선 가능합니다",김옥연_옷수선_3,E,생활서비스,옷수선,0,2,수선 가능 문의,,A,,,,,"네, 수선 가능합니다",,,
고객,체육복인데 삼 센티 수선하는데 얼마에요?,김옥연_옷수선_3,E,생활서비스,옷수선,1,3,가격 문의,,Q,,체육복인데 삼 센티 수선하는데 얼마에요?,,,,"체육복, 삼 센티",,"체육복/옷종류, 삼 센티/길이"
점원,길이 수선은 삼천 원입니다,김옥연_옷수선_3,E,생활서비스,옷수선,0,4,가격 문의,,A,,,,,길이 수선은 삼천 원입니다,"길이, 삼천 원",,삼천 원/금액
고객,이천 원은 안돼요?,김옥연_옷수선_3,E,생활서비스,옷수선,1,5,할인 및 이벤트 문의,,Q,,이천 원은 안돼요?,,,,이천,,이천/금액
점원,"네, 할은 해드릴 수 없습니다",김옥연_옷수선_3,E,생활서비스,옷수선,0,6,할인 및 이벤트 문의,,A,,,,,"네, 할은 해드릴 수 없습니다",할인,,
고객,카드도 되죠?,김옥연_옷수선_3,E,생활서비스,옷수선,1,7,신용카드 및 체크카드 결제 가능문의,,Q,,카드도 되죠?,,,,카드,,카드/결제방법
점원,카드는 사용할 수 없습니다,김옥연_옷수선_3,E,생활서비스,옷수선,0,8,신용카드 및 체크카드 결제 가능문의,,A,,,,,카드는 사용할 수 없습니다,카드,,카드/결제방법
고객,찾으러 올 때 결제 하면 되죠?,김옥연_옷수선_3,E,생활서비스,옷수선,1,9,결제 시점 문의,,Q,,찾으러 올 때 결제 하면 되죠?,,,,,,
